BOT	DISCOUNT	CATEGORY	URL
BOT8	50	ADIDAS_BAYAN	https://www.hepsiburada.com/adidas/spor-ayakkabilar-c-384551?filtreler=cinsiyet:Kad%E2%82%ACC4%E2%82%ACB1n
BOT8	25	KLASIK_GITAR	https://www.hepsiburada.com/klasik-gitarlar-c-19018197
BOT8	25	OCAK	https://www.hepsiburada.com/ocaklar-c-22026
BOT9	20	NB_LENOVO	https://www.hepsiburada.com/lenovo/laptop-notebook-dizustu-bilgisayarlar-c-98?filtreler=islemcinesli:11%E2%82%AC2eNesil,10%E2%82%AC2eNesil,Ryzen;islemcitipi:Intel%E2%82%AC20Core%E2%82%AC20i7,Intel%E2%82%AC20Core%E2%82%AC20i5,AMD%E2%82%AC20Ryzen%E2%82%AC205,Intel%E2%82%AC20Core%E2%82%AC20i9,AMD%E2%82%AC20Ryzen%E2%82%AC207;ramsistembellegi:16%E2%82%AC20GB,32%E2%82%AC20GB,8%E2%82%AC20GB,64%E2%82%AC20GB,12%E2%82%AC20GB,36%E2%82%AC20GB,40%E2%82%AC20GB,128%E2%82%AC20GB,24%E2%82%AC20GB,20%E2%82%AC20GB
BOT9	25	VERI_DEPOLAMA	https://www.hepsiburada.com/sandisk-wd-kingston-lenovo-intel-micron-huawei-transcend-corsair-crucial-sliconpower-hp-lacie-samsung-adata-kioxia-toshiba-lexar-seagate/veri-depolama-urunleri-c-3013121
BOT9	25	SOGUTUCU	https://www.hepsiburada.com/sogutucular-overclock-c-1125
BOT10	35	POWERBANK	https://www.hepsiburada.com/tasinabilir-pilli-sarj-cihazlari-c-60004584
BOT10	50	OYUNCAK	https://www.hepsiburada.com/lego-fisherprice-hotwheels-barbie-disney/oyuncaklar-c-23031884
BOT10	30	UZAKTAN_KUMANDALI_ARAC	https://www.hepsiburada.com/hongstore-stradestore-fairy-gahome-buyfun-shengstore-maistotech-gofun-redcatracing-flysky-futaba-linxtech-maverick-flir-jjrc-axialracing-hobbyengine-haiboxing-horizon/uzaktan-kumandali-arabalar-c-14001244
BOT11	25	OTO_KOLTUK	https://www.hepsiburada.com/ana-kucagi-oto-koltuklari-c-305661
BOT11	25	BEBEK_GUVENLIK	https://www.hepsiburada.com/bebek-guvenlik-malzemeleri-c-301128?filtreler=fiyat:100-max
BOT11	25	BEBEK_BESIK	https://www.hepsiburada.com/bebek-besikleri-c-60002070?filtreler=fiyat:150-max
BOT12	25	MONITOR_HOPARLOR	https://www.hepsiburada.com/ses-kabinleri-hoparlor-monitor-c-404124
BOT12	35	YAYLI_CALGILAR	https://www.hepsiburada.com/yayli-calgilar-c-411237
BOT12	20	LASTIK	https://www.hepsiburada.com/michelin-continental-goodyear-bridgestone-nokian-pirelli-hankook-kormoran/oto-lastikler-c-259720?filtreler=hizkodu:V
BOT13	35	KAYNAK_MAKINESI	https://www.hepsiburada.com/kaynak-makineleri-c-13003124
BOT13	30	DAG_BISIKLETI	https://www.hepsiburada.com/bianchi-salcano-kron-carraro-mosso-umut-coranna-rival-krone-geotech-umitbisiklet-ghost-umit-scott-peugeot-corelli-bisan/dag-bisikletleri-c-353125
BOT13	30	TARAFTAR_URUNLERI	https://www.hepsiburada.com/taraftar-urunleri-c-27007679
BOT14	50	PUMA_ERKEK	https://www.hepsiburada.com/puma/spor-ayakkabilar-c-384551?filtreler=cinsiyet:Erkek
BOT14	50	HUMMEL_SKECHERS_ERKEK	https://www.hepsiburada.com/hummel-skechers/spor-ayakkabilar-c-384551?filtreler=cinsiyet:Erkek
BOT14	50	NEWBALANCE_REEBOK_UNDERARMOUR_ERKEK	https://www.hepsiburada.com/newbalance-reebok-underarmour-converse/spor-ayakkabilar-c-384551?filtreler=cinsiyet:Erkek
BOT15	50	KADIN_CANTA	https://www.hepsiburada.com/spor-cantalari-c-369686?filtreler=cinsiyet:Kad%E2%82%ACC4%E2%82%ACB1n
BOT15	50	SAPKA	https://www.hepsiburada.com/spor-sapkalar-c-363703
BOT15	50	OLTA_MAKINE_1	https://www.hepsiburada.com/shimano-okuma/olta-makineleri-c-1307056
BOT16	50	OUTDOOR_AYAKKABI_ERKEK	https://www.hepsiburada.com/salomon-thenorthface-columbia-adidas-jackwolfskin-hellyhansen-skechers-quiksilver-nike-timberland-asics-underarmour-salewa-reebok-millet-mizuno-merrell/outdoor-ayakkabilar-c-22003663?filtreler=cinsiyet:Erkek
BOT16	50	OUTDOOR_MONT_ERKEK	https://www.hepsiburada.com/thenorthface-salomon-vaude-adidas-nike-exuma-marmot-fila-millet-columbia-jackwolfskin-hellyhansen-icepeak2-jackjones-asics-levis1-quicksilver-skechers-napapijri/outdoor-mont-ceketler-c-22001904?filtreler=cinsiyet:Erkek;bedenler:S,M,L,XL
BOT16	50	KAYAK_MONT_PANTOLON	https://www.hepsiburada.com/kayak-giyim-c-60000200
